Precision,Alpha,P4 iter,GSS iter,ref iter,P4 time,GSS time,ref time,P4 residual cong,GSS residual cong,ref residual cong
1.024,0.5,2,2,415,448400,372500.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
0.512,0.5,2,2,415,466100,396100.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
0.256,0.5,2,2,415,538500,502600.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
0.128,0.5,2,2,415,619600,428300.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
0.064,0.5,2,2,415,482300,437500.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
0.032,0.5,2,2,415,502300,435600.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
0.016,0.5,2,2,415,489300,396000.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
0.008,0.5,2,2,415,436200,369200.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
0.004,0.5,2,2,415,436400,491800.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
0.002,0.5,2,2,415,420700,410500.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
0.001,0.5,2,2,415,486400,387200.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
5.0E-4,0.5,2,2,415,418200,372500.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
2.5E-4,0.5,2,2,415,413900,776800.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
1.25E-4,0.5,2,2,415,816900,696400.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
6.25E-5,0.5,2,2,415,729300,669200.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
3.125E-5,0.5,2,2,415,716600,711600.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
1.5625E-5,0.5,2,2,415,809500,751400.0,33172900,0.9711460991822207,0.9725493416473343,0.9972099560134329
1.024,1.0128205128205128,2420,2041,19789,599204700,5.076069E8,1494343700,6.367332235545087E-4,6.362136767097404E-4,6.364516264707465E-4
0.512,1.0128205128205128,2420,2041,19789,595180300,5.09985E8,1494343700,6.367332235545087E-4,6.362136767097404E-4,6.364516264707465E-4
0.256,1.0128205128205128,2420,2041,19789,594426600,5.149487E8,1494343700,6.367332235545087E-4,6.362136767097404E-4,6.364516264707465E-4
0.128,1.0128205128205128,2119,2041,19789,520654400,5.059688E8,1494343700,6.365032188447861E-4,6.362136767097404E-4,6.364516264707465E-4
0.064,1.0128205128205128,2119,2041,19789,524145300,5.024786E8,1494343700,6.365032188447861E-4,6.362136767097404E-4,6.364516264707465E-4
0.032,1.0128205128205128,2025,2041,19789,487409700,5.052314E8,1494343700,6.362944703515172E-4,6.362136767097404E-4,6.364516264707465E-4
0.016,1.0128205128205128,2025,2041,19789,499539800,5.140443E8,1494343700,6.362944703515172E-4,6.362136767097404E-4,6.364516264707465E-4
0.008,1.0128205128205128,2449,2041,19789,606946600,5.142245E8,1494343700,6.359607596140293E-4,6.362136767097404E-4,6.364516264707465E-4
0.004,1.0128205128205128,2429,2041,19789,595506200,5.1649E8,1494343700,6.360629900427073E-4,6.362136767097404E-4,6.364516264707465E-4
0.002,1.0128205128205128,2427,2041,19789,599971200,5.000509E8,1494343700,6.359680674896673E-4,6.362136767097404E-4,6.364516264707465E-4
0.001,1.0128205128205128,2443,2041,19789,596013500,5.011362E8,1494343700,6.369393230807319E-4,6.362136767097404E-4,6.364516264707465E-4
5.0E-4,1.0128205128205128,2448,2041,19789,605008400,5.053248E8,1494343700,6.367515862636397E-4,6.362136767097404E-4,6.364516264707465E-4
2.5E-4,1.0128205128205128,2442,2041,19789,624748900,5.109517E8,1494343700,6.369590287672589E-4,6.362136767097404E-4,6.364516264707465E-4
1.25E-4,1.0128205128205128,2442,2041,19789,598992400,5.036405E8,1494343700,6.366781019554457E-4,6.362136767097404E-4,6.364516264707465E-4
6.25E-5,1.0128205128205128,2439,2041,19789,600830500,5.046431E8,1494343700,6.364408282933942E-4,6.362136767097404E-4,6.364516264707465E-4
3.125E-5,1.0128205128205128,2365,2123,19789,620141600,5.266798E8,1494343700,6.360901791174767E-4,6.367446555629597E-4,6.364516264707465E-4
1.5625E-5,1.0128205128205128,2453,2251,19789,651178300,5.737874E8,1494343700,6.367418802782909E-4,6.362830371881012E-4,6.364516264707465E-4
1.024,1.5256410256410255,2281,2343,18513,572154900,5.830976E8,1406036500,3.4945458794632955E-4,3.494737942079107E-4,3.495259883612434E-4
0.512,1.5256410256410255,2281,2343,18513,551076600,5.693008E8,1406036500,3.4945458794632955E-4,3.494737942079107E-4,3.495259883612434E-4
0.256,1.5256410256410255,2281,2343,18513,548187600,5.814535E8,1406036500,3.4945458794632955E-4,3.494737942079107E-4,3.495259883612434E-4
0.128,1.5256410256410255,2332,2343,18513,563064500,5.707149E8,1406036500,3.496682726651379E-4,3.494737942079107E-4,3.495259883612434E-4
0.064,1.5256410256410255,2332,2039,18513,566563600,4.9055E8,1406036500,3.496682726651379E-4,3.4947222835068903E-4,3.495259883612434E-4
0.032,1.5256410256410255,2388,2254,18513,575315500,5.507807E8,1406036500,3.4951159350804506E-4,3.494432472501696E-4,3.495259883612434E-4
0.016,1.5256410256410255,2449,2254,18513,596684100,5.584289E8,1406036500,3.496817360330029E-4,3.494432472501696E-4,3.495259883612434E-4
0.008,1.5256410256410255,2482,2254,18513,602651400,5.415511E8,1406036500,3.494533700483249E-4,3.494432472501696E-4,3.495259883612434E-4
0.004,1.5256410256410255,2446,2254,18513,589667900,5.557913E8,1406036500,3.494439365363533E-4,3.494432472501696E-4,3.495259883612434E-4
0.002,1.5256410256410255,2392,2264,18513,578404200,5.489111E8,1406036500,3.494515991956382E-4,3.4974496208062256E-4,3.495259883612434E-4
0.001,1.5256410256410255,2457,2264,18513,588350100,5.48013E8,1406036500,3.4971518856508066E-4,3.4974496208062256E-4,3.495259883612434E-4
5.0E-4,1.5256410256410255,2455,2264,18513,593797300,5.574112E8,1406036500,3.4946447437633754E-4,3.4974496208062256E-4,3.495259883612434E-4
2.5E-4,1.5256410256410255,2461,2264,18513,596895500,5.514797E8,1406036500,3.4970566964898087E-4,3.4974496208062256E-4,3.495259883612434E-4
