Precision,Alpha,P4 iter,GSS iter,ref iter,P4 time,GSS time,ref time,P4 residual cong,GSS residual cong,ref residual cong
1.024,0.5,3,3,147,862700,772900.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
0.512,0.5,3,3,147,757700,723900.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
0.256,0.5,3,3,147,739500,729800.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
0.128,0.5,3,3,147,867100,813500.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
0.064,0.5,3,3,147,750100,724000.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
0.032,0.5,3,3,147,744700,962100.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
0.016,0.5,3,3,147,858000,770400.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
0.008,0.5,3,3,147,745700,737100.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
0.004,0.5,3,3,147,850300,748700.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
0.002,0.5,3,3,147,781200,708500.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
0.001,0.5,3,3,147,742400,711200.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
5.0E-4,0.5,3,3,147,889400,804300.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
2.5E-4,0.5,3,3,147,855100,739300.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
1.25E-4,0.5,3,3,147,776300,734700.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
6.25E-5,0.5,3,3,147,2217000,756400.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
3.125E-5,0.5,3,3,147,841900,758700.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
1.5625E-5,0.5,3,3,147,926300,773200.0,10313600,0.8942023636681427,0.8627467082366713,0.9926242057977475
1.024,1.0128205128205128,228,282,3903,61361400,7.04735E7,314391900,0.0019127332253866536,0.0019129815273875028,0.0019184208814418957
0.512,1.0128205128205128,661,282,3903,171800600,7.46432E7,314391900,0.0019122813171056352,0.0019129815273875028,0.0019184208814418957
0.256,1.0128205128205128,677,542,3903,173683300,1.396889E8,314391900,0.0019073653820792513,0.0019098565677315715,0.0019184208814418957
0.128,1.0128205128205128,313,577,3903,85061300,1.499953E8,314391900,0.0019146217531684773,0.0019065003864858765,0.0019184208814418957
0.064,1.0128205128205128,427,577,3903,113077300,1.47123E8,314391900,0.0019076771703816497,0.0019065003864858765,0.0019184208814418957
0.032,1.0128205128205128,691,577,3903,177846300,1.482018E8,314391900,0.0019132015213210174,0.0019065003864858765,0.0019184208814418957
0.016,1.0128205128205128,737,585,3903,187221600,1.542982E8,314391900,0.0019118667891739882,0.0019133150279225797,0.0019184208814418957
0.008,1.0128205128205128,737,585,3903,187101400,1.517675E8,314391900,0.0019118667891739882,0.0019133150279225797,0.0019184208814418957
0.004,1.0128205128205128,714,585,3903,190455200,1.505408E8,314391900,0.001909223745235944,0.0019133150279225797,0.0019184208814418957
0.002,1.0128205128205128,716,585,3903,184696400,1.516346E8,314391900,0.0019066906613610657,0.0019133150279225797,0.0019184208814418957
0.001,1.0128205128205128,703,587,3903,181165600,1.556149E8,314391900,0.0019086693286266554,0.0019069126757296218,0.0019184208814418957
5.0E-4,1.0128205128205128,708,601,3903,180093300,1.558804E8,314391900,0.0019137387498148195,0.0019081870248821575,0.0019184208814418957
2.5E-4,1.0128205128205128,757,607,3903,195320200,1.568798E8,314391900,0.0019086182997778423,0.001907370837543998,0.0019184208814418957
1.25E-4,1.0128205128205128,757,594,3903,194366000,1.501743E8,314391900,0.0019086182997778423,0.0019133691486229454,0.0019184208814418957
6.25E-5,1.0128205128205128,792,729,3903,213908400,1.907584E8,314391900,0.001907440442659114,0.0019081473954115635,0.0019184208814418957
3.125E-5,1.0128205128205128,889,790,3903,248554200,2.137444E8,314391900,0.0019070171262169922,0.0019132093424367724,0.0019184208814418957
1.5625E-5,1.0128205128205128,917,845,3903,275636800,2.323364E8,314391900,0.0019101871173198282,0.001912951754349801,0.0019184208814418957
1.024,1.5256410256410255,778,789,4308,200848500,1.927782E8,354431300,0.0010480524914726619,0.001048254537135751,0.0010488767792936615
0.512,1.5256410256410255,887,789,4308,218227000,1.947902E8,354431300,0.001047962102620592,0.001048254537135751,0.0010488767792936615
0.256,1.5256410256410255,666,196,4308,166284700,4.78613E7,354431300,0.001049883760201209,0.0010480352489761202,0.0010488767792936615
0.128,1.5256410256410255,739,665,4308,186147200,1.665623E8,354431300,0.001050337236554455,0.001047981618116367,0.0010488767792936615
0.064,1.5256410256410255,709,665,4308,179993200,1.70243E8,354431300,0.0010507008384849081,0.001047981618116367,0.0010488767792936615
0.032,1.5256410256410255,755,665,4308,189040800,1.650858E8,354431300,0.0010499069250817783,0.001047981618116367,0.0010488767792936615
0.016,1.5256410256410255,755,450,4308,189338300,1.151523E8,354431300,0.0010499069250817783,0.0010479631999233963,0.0010488767792936615
0.008,1.5256410256410255,820,418,4308,200066400,1.056853E8,354431300,0.0010484637792596008,0.001047601507952245,0.0010488767792936615
0.004,1.5256410256410255,719,458,4308,183389400,1.149259E8,354431300,0.001047681659533839,0.0010480533374609413,0.0010488767792936615
0.002,1.5256410256410255,694,458,4308,177814800,1.16845E8,354431300,0.0010506443419675549,0.0010480533374609413,0.0010488767792936615
