Precision,Alpha,P4 iter,GSS iter,ref iter,P4 time,GSS time,ref time,P4 residual cong,GSS residual cong,ref residual cong
1.024,0.5,3,3,127,842000,843800.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
0.512,0.5,3,3,127,844500,762600.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
0.256,0.5,3,3,127,807300,786300.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
0.128,0.5,3,3,127,873900,819600.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
0.064,0.5,3,3,127,781700,772400.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
0.032,0.5,3,3,127,795600,828900.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
0.016,0.5,3,3,127,880100,800100.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
0.008,0.5,3,3,127,776700,811800.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
0.004,0.5,3,3,127,899000,833000.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
0.002,0.5,3,3,127,794200,765700.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
0.001,0.5,3,3,127,820500,767900.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
5.0E-4,0.5,3,3,127,848500,828500.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
2.5E-4,0.5,3,3,127,795000,760900.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
1.25E-4,0.5,3,3,127,826900,868600.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
6.25E-5,0.5,3,3,127,861700,762500.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
3.125E-5,0.5,3,3,127,787400,794800.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
1.5625E-5,0.5,3,3,127,921300,793700.0,9775500,0.8701574463199933,0.8215707207076727,0.9915594619565236
1.024,1.0128205128205128,577,458,3342,167073000,1.27659E8,281209600,0.002224608947369644,0.002230208885881657,0.0022411785103579884
0.512,1.0128205128205128,577,458,3342,162964100,1.275668E8,281209600,0.002224608947369644,0.002230208885881657,0.0022411785103579884
0.256,1.0128205128205128,577,458,3342,160860300,1.262392E8,281209600,0.002224608947369644,0.002230208885881657,0.0022411785103579884
0.128,1.0128205128205128,577,458,3342,165708300,1.312058E8,281209600,0.002224608947369644,0.002230208885881657,0.0022411785103579884
0.064,1.0128205128205128,537,458,3342,147821000,1.244368E8,281209600,0.0022235272648912785,0.002230208885881657,0.0022411785103579884
0.032,1.0128205128205128,525,458,3342,148733400,1.257413E8,281209600,0.0022265064043291982,0.002230208885881657,0.0022411785103579884
0.016,1.0128205128205128,526,458,3342,141586800,1.311287E8,281209600,0.0022340905405343614,0.002230208885881657,0.0022411785103579884
0.008,1.0128205128205128,504,458,3342,141379900,1.271189E8,281209600,0.0022335805100360817,0.002230208885881657,0.0022411785103579884
0.004,1.0128205128205128,528,480,3342,148259200,1.357625E8,281209600,0.002233961447549282,0.002223819768519597,0.0022411785103579884
0.002,1.0128205128205128,496,507,3342,139708300,1.403792E8,281209600,0.0022251762598426428,0.0022256356989668324,0.0022411785103579884
0.001,1.0128205128205128,512,507,3342,144618700,1.406961E8,281209600,0.0022348022264006007,0.0022256356989668324,0.0022411785103579884
5.0E-4,1.0128205128205128,576,507,3342,169356100,1.493485E8,281209600,0.0022302414650016145,0.0022256356989668324,0.0022411785103579884
2.5E-4,1.0128205128205128,584,507,3342,169088400,1.411381E8,281209600,0.002223820777127905,0.0022256356989668324,0.0022411785103579884
1.25E-4,1.0128205128205128,547,509,3342,160500200,1.46643E8,281209600,0.002225419595701439,0.0022263788516043714,0.0022411785103579884
6.25E-5,1.0128205128205128,499,565,3342,147877800,1.606457E8,281209600,0.0022310222895386422,0.0022291046316663676,0.0022411785103579884
3.125E-5,1.0128205128205128,568,607,3342,178104600,1.804473E8,281209600,0.0022265595941365346,0.0022345749576220264,0.0022411785103579884
1.5625E-5,1.0128205128205128,577,705,3342,183122900,2.14562E8,281209600,0.0022324866994422043,0.0022313671122631273,0.0022411785103579884
1.024,1.5256410256410255,550,501,3642,149078500,1.358095E8,299423800,0.001224782278417491,0.0012225079589134324,0.0012237395676625296
0.512,1.5256410256410255,550,501,3642,142432700,1.364903E8,299423800,0.001224782278417491,0.0012225079589134324,0.0012237395676625296
0.256,1.5256410256410255,550,501,3642,145220000,1.337209E8,299423800,0.001224782278417491,0.0012225079589134324,0.0012237395676625296
0.128,1.5256410256410255,550,501,3642,146282400,1.373797E8,299423800,0.001224782278417491,0.0012225079589134324,0.0012237395676625296
0.064,1.5256410256410255,527,501,3642,147499300,1.389675E8,299423800,0.001225613144421156,0.0012225079589134324,0.0012237395676625296
0.032,1.5256410256410255,514,501,3642,142821300,1.343828E8,299423800,0.0012229742480363015,0.0012225079589134324,0.0012237395676625296
0.016,1.5256410256410255,569,501,3642,151085700,1.361767E8,299423800,0.0012257981858272426,0.0012225079589134324,0.0012237395676625296
0.008,1.5256410256410255,666,498,3642,179446000,1.309471E8,299423800,0.0012229825152688667,0.0012220995696429204,0.0012237395676625296
0.004,1.5256410256410255,631,469,3642,171037400,1.25691E8,299423800,0.0012225034827757497,0.0012257417307436347,0.0012237395676625296
0.002,1.5256410256410255,627,469,3642,167401400,1.236425E8,299423800,0.0012233873215239388,0.0012257417307436347,0.0012237395676625296
0.001,1.5256410256410255,619,469,3642,165775100,1.263403E8,299423800,0.0012232393692429566,0.0012257417307436347,0.0012237395676625296
5.0E-4,1.5256410256410255,636,469,3642,170731000,1.234209E8,299423800,0.0012254122567869619,0.0012257417307436347,0.0012237395676625296
2.5E-4,1.5256410256410255,686,469,3642,194966100,1.252906E8,299423800,0.0012251762267428967,0.0012225490004479367,0.0012237395676625296
1.25E-4,1.5256410256410255,605,519,3642,174269700,1.415879E8,299423800,0.0012225974958969266,0.0012260268617646508,0.0012237395676625296
6.25E-5,1.5256410256410255,605,539,3642,182621000,1.476697E8,299423800,0.0012227025857258766,0.0012256118683772188,0.0012237395676625296
3.125E-5,1.5256410256410255,681,546,3642,213262600,1.571825E8,299423800,0.0012258135737256426,0.0012224725396318137,0.0012237395676625296
1.5625E-5,1.5256410256410255,732,556,3642,240979100,1.594645E8,299423800,0.0012221736482779244,0.001222279376238311,0.0012237395676625296
1.024,2.0384615384615383,631,372,4256,171681300,9.97046E7,350189200,8.044855952664687E-4,8.042293678017787E-4,8.025445570231104E-4
0.512,2.0384615384615383,631,372,4256,167098200,1.003544E8,350189200,8.044855952664687E-4,8.042293678017787E-4,8.025445570231104E-4
0.256,2.0384615384615383,631,372,4256,170551300,1.006954E8,350189200,8.044855952664687E-4,8.042293678017787E-4,8.025445570231104E-4
0.128,2.0384615384615383,653,372,4256,175451900,1.029011E8,350189200,8.019327680565125E-4,8.042293678017787E-4,8.025445570231104E-4
0.064,2.0384615384615383,703,372,4256,188687400,1.005482E8,350189200,8.016562371037095E-4,8.042293678017787E-4,8.025445570231104E-4
0.032,2.0384615384615383,697,372,4256,185374400,1.002379E8,350189200,8.033516660737039E-4,8.042293678017787E-4,8.025445570231104E-4
0.016,2.0384615384615383,702,372,4256,185318900,9.94941E7,350189200,8.020418916706573E-4,8.042293678017787E-4,8.025445570231104E-4
0.008,2.0384615384615383,714,372,4256,191616200,9.96968E7,350189200,8.042291361928244E-4,8.042293678017787E-4,8.025445570231104E-4
0.004,2.0384615384615383,707,372,4256,189065600,9.97809E7,350189200,8.034221312517298E-4,8.042293678017787E-4,8.025445570231104E-4
0.002,2.0384615384615383,722,372,4256,192220600,1.009019E8,350189200,8.039007754286898E-4,8.042293678017787E-4,8.025445570231104E-4
0.001,2.0384615384615383,711,372,4256,193506300,1.027263E8,350189200,8.022785528037923E-4,8.042293678017787E-4,8.025445570231104E-4
5.0E-4,2.0384615384615383,665,372,4256,182398300,9.88594E7,350189200,8.038030921174721E-4,8.042293678017787E-4,8.025445570231104E-4
2.5E-4,2.0384615384615383,714,382,4256,199365700,1.053151E8,350189200,8.031795626993743E-4,8.040874461385794E-4,8.025445570231104E-4
1.25E-4,2.0384615384615383,748,439,4256,211627800,1.186609E8,350189200,8.020649552821224E-4,8.018858536592566E-4,8.025445570231104E-4
6.25E-5,2.0384615384615383,784,465,4256,230079700,1.281648E8,350189200,8.020875429781693E-4,8.01924758465633E-4,8.025445570231104E-4
3.125E-5,2.0384615384615383,752,480,4256,236417000,1.446923E8,350189200,8.016172198366256E-4,8.036423577316709E-4,8.025445570231104E-4
1.5625E-5,2.0384615384615383,798,483,4256,268009600,1.474245E8,350189200,8.014844682464606E-4,8.029247972118903E-4,8.025445570231104E-4
1.024,2.551282051282051,649,389,4921,178872900,1.063299E8,401185100,6.0937689650431E-4,6.084211860533095E-4,6.09369291091677E-4
0.512,2.551282051282051,649,389,4921,177141400,1.065543E8,401185100,6.0937689650431E-4,6.084211860533095E-4,6.09369291091677E-4
0.256,2.551282051282051,649,389,4921,178926800,1.033257E8,401185100,6.0937689650431E-4,6.084211860533095E-4,6.09369291091677E-4
0.128,2.551282051282051,737,389,4921,198572200,1.05275E8,401185100,6.087555834676239E-4,6.084211860533095E-4,6.09369291091677E-4
0.064,2.551282051282051,726,389,4921,196197000,1.048122E8,401185100,6.090665715094978E-4,6.084211860533095E-4,6.09369291091677E-4
0.032,2.551282051282051,740,389,4921,197394900,1.04832E8,401185100,6.099070595347866E-4,6.084211860533095E-4,6.09369291091677E-4
0.016,2.551282051282051,695,407,4921,190186700,1.090439E8,401185100,6.089603692506218E-4,6.085861479439014E-4,6.09369291091677E-4
0.008,2.551282051282051,706,468,4921,195416000,1.304445E8,401185100,6.101943048747449E-4,6.090278096562152E-4,6.09369291091677E-4
0.004,2.551282051282051,705,467,4921,199828000,1.292221E8,401185100,6.090724931484548E-4,6.098643510611401E-4,6.09369291091677E-4
0.002,2.551282051282051,721,467,4921,202141200,1.316421E8,401185100,6.098661355158352E-4,6.098643510611401E-4,6.09369291091677E-4
0.001,2.551282051282051,731,467,4921,206477700,1.287191E8,401185100,6.090848342129584E-4,6.098643510611401E-4,6.09369291091677E-4
5.0E-4,2.551282051282051,747,463,4921,215312000,1.295345E8,401185100,6.088221030206009E-4,6.091429006390703E-4,6.09369291091677E-4
2.5E-4,2.551282051282051,792,486,4921,223999000,1.383188E8,401185100,6.094611674520856E-4,6.103680286443369E-4,6.09369291091677E-4
1.25E-4,2.551282051282051,861,561,4921,248790000,1.662968E8,401185100,6.088306106648567E-4,6.103278360033437E-4,6.09369291091677E-4
6.25E-5,2.551282051282051,891,585,4921,281046400,1.752614E8,401185100,6.087954045325139E-4,6.103267219572661E-4,6.09369291091677E-4
3.125E-5,2.551282051282051,897,631,4921,292839400,1.875873E8,401185100,6.096138314130028E-4,6.084739928591265E-4,6.09369291091677E-4
1.5625E-5,2.551282051282051,860,642,4921,320287400,2.120755E8,401185100,6.091593163125575E-4,6.093475190565023E-4,6.09369291091677E-4
1.024,3.064102564102564,379,350,5557,103583700,1.05357E8,460436700,4.7029058168968074E-4,4.6886910411780836E-4,4.6947140235598095E-4
