Precision,Alpha,P4 iter,GSS iter,ref iter,P4 time,GSS time,ref time,P4 residual cong,GSS residual cong,ref residual cong
1.024,0.5,2,2,214,464200,505600.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
0.512,0.5,2,2,214,440600,371000.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
0.256,0.5,2,2,214,430000,570400.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
0.128,0.5,2,2,214,419700,534300.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
0.064,0.5,2,2,214,554800,390200.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
0.032,0.5,2,2,214,419700,409200.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
0.016,0.5,2,2,214,421300,421900.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
0.008,0.5,2,2,214,473400,408900.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
0.004,0.5,2,2,214,446100,375600.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
0.002,0.5,2,2,214,415500,453100.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
0.001,0.5,2,2,214,525100,371600.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
5.0E-4,0.5,2,2,214,472700,403600.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
2.5E-4,0.5,2,2,214,489100,408400.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
1.25E-4,0.5,2,2,214,429000,642400.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
6.25E-5,0.5,2,2,214,442400,425300.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
3.125E-5,0.5,2,2,214,451400,397400.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
1.5625E-5,0.5,2,2,214,426500,387000.0,15586400,0.9422921983644414,0.9450986832946685,0.9948391694513825
1.024,1.0128205128205128,1001,997,6175,241559000,2.467282E8,476375600,0.0012748062482340616,0.0012745712867985315,0.0012732715492439484
