Precision,Alpha,P4 iter,GSS iter,ref iter,P4 time,GSS time,ref time,P4 residual cong,GSS residual cong,ref residual cong
1.024,0.5,3,3,91,791600,740700.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
0.512,0.5,3,3,91,774300,737400.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
0.256,0.5,3,3,91,791300,751200.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
0.128,0.5,3,3,91,768300,745700.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
0.064,0.5,3,3,91,793200,788700.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
0.032,0.5,3,3,91,782600,744600.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
0.016,0.5,3,3,91,770000,779900.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
0.008,0.5,3,3,91,798500,829200.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
0.004,0.5,3,3,91,775600,761800.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
0.002,0.5,3,3,91,766000,742800.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
0.001,0.5,3,3,91,892000,769700.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
5.0E-4,0.5,3,3,91,766700,732200.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
2.5E-4,0.5,3,3,91,774700,743900.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
1.25E-4,0.5,3,3,91,839600,738300.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
6.25E-5,0.5,3,3,91,779100,736100.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
3.125E-5,0.5,3,3,91,773900,745300.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
1.5625E-5,0.5,3,3,91,811400,741800.0,7255600,0.8145106375999904,0.7451010295823896,0.9884745560438397
