Precision,Alpha,P4 iter,GSS iter,ref iter,P4 time,GSS time,ref time,P4 residual cong,GSS residual cong,ref residual cong
1.024,0.5,3,3,112,1018500,975400.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
0.512,0.5,3,3,112,934100,926900.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
0.256,0.5,3,3,112,933300,1077100.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
0.128,0.5,3,3,112,976600,925700.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
0.064,0.5,3,3,112,1103200,981500.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
0.032,0.5,3,3,112,1006600,957400.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
0.016,0.5,3,3,112,935700,936300.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
0.008,0.5,3,3,112,990800,997500.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
0.004,0.5,3,3,112,938900,915100.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
0.002,0.5,3,3,112,927800,908700.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
0.001,0.5,3,3,112,1077400,919800.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
5.0E-4,0.5,3,3,112,947300,910600.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
2.5E-4,0.5,3,3,112,1076600,975300.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
1.25E-4,0.5,3,3,112,997700,914300.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
6.25E-5,0.5,3,3,112,944600,1131300.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
3.125E-5,0.5,3,3,112,1182800,963500.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
1.5625E-5,0.5,3,3,112,970700,1035000.0,8362200,0.8516085100799923,0.7960808236659116,0.9905224442008421
1.024,1.0128205128205128,435,271,2922,119451000,7.13002E7,242467500,0.0025409016910583615,0.002552221948251554,0.0025626739244370977
0.512,1.0128205128205128,435,271,2922,119875100,7.17396E7,242467500,0.0025409016910583615,0.002552221948251554,0.0025626739244370977
0.256,1.0128205128205128,272,271,2922,76146000,7.33719E7,242467500,0.002550839460753851,0.002552221948251554,0.0025626739244370977
0.128,1.0128205128205128,554,271,2922,151199900,7.55437E7,242467500,0.002552010965806817,0.002552221948251554,0.0025626739244370977
0.064,1.0128205128205128,424,271,2922,110824700,7.21944E7,242467500,0.002549008518092144,0.002552221948251554,0.0025626739244370977
0.032,1.0128205128205128,465,271,2922,125065200,7.28347E7,242467500,0.002555308335192241,0.002552221948251554,0.0025626739244370977
0.016,1.0128205128205128,472,271,2922,130739000,7.23117E7,242467500,0.002554706665716555,0.002552221948251554,0.0025626739244370977
0.008,1.0128205128205128,441,271,2922,116243300,7.38927E7,242467500,0.0025499685332488475,0.002552221948251554,0.0025626739244370977
0.004,1.0128205128205128,428,271,2922,113834900,7.54852E7,242467500,0.0025456495810268764,0.002552221948251554,0.0025626739244370977
0.002,1.0128205128205128,456,271,2922,125219300,7.18797E7,242467500,0.0025418826928214067,0.002552221948251554,0.0025626739244370977
0.001,1.0128205128205128,467,271,2922,127515600,7.41216E7,242467500,0.0025411448250779456,0.002552221948251554,0.0025626739244370977
5.0E-4,1.0128205128205128,503,274,2922,137542100,7.50652E7,242467500,0.0025412258801817966,0.0025412773188442372,0.0025626739244370977
2.5E-4,1.0128205128205128,465,275,2922,126562500,7.45411E7,242467500,0.002540115574370616,0.0025548340271988046,0.0025626739244370977
1.25E-4,1.0128205128205128,444,278,2922,126705200,7.53936E7,242467500,0.002554263090507103,0.0025431649132434675,0.0025626739244370977
6.25E-5,1.0128205128205128,451,284,2922,133934000,7.98979E7,242467500,0.002548750910498998,0.00254358195472848,0.0025626739244370977
3.125E-5,1.0128205128205128,499,279,2922,149605700,7.83335E7,242467500,0.0025408361324279483,0.0025530806460202227,0.0025626739244370977
1.5625E-5,1.0128205128205128,497,281,2922,156977800,8.61376E7,242467500,0.002553658743579601,0.0025532262837353326,0.0025626739244370977
1.024,1.5256410256410255,386,586,3121,101939700,1.596456E8,262550600,0.001401296847286293,0.0013968494116388674,0.001398787335384899
0.512,1.5256410256410255,386,586,3121,101011700,1.614872E8,262550600,0.001401296847286293,0.0013968494116388674,0.001398787335384899
0.256,1.5256410256410255,567,586,3121,153360800,1.577153E8,262550600,0.001397595118550532,0.0013968494116388674,0.001398787335384899
0.128,1.5256410256410255,567,586,3121,149715100,1.613114E8,262550600,0.001397595118550532,0.0013968494116388674,0.001398787335384899
0.064,1.5256410256410255,462,586,3121,125862300,1.571459E8,262550600,0.0013968705296983908,0.0013968494116388674,0.001398787335384899
0.032,1.5256410256410255,593,574,3121,157924400,1.564998E8,262550600,0.0013994543454906028,0.0014009538763734009,0.001398787335384899
0.016,1.5256410256410255,593,574,3121,158277800,1.560572E8,262550600,0.0013994543454906028,0.0014009538763734009,0.001398787335384899
