Precision,Alpha,P4 iter,GSS iter,ref iter,P4 time,GSS time,ref time,P4 residual cong,GSS residual cong,ref residual cong
1.024,0.5,5,7,36,456500,583400.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
0.512,0.5,5,7,36,317000,299400.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
0.256,0.5,5,7,36,258100,335500.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
0.128,0.5,5,7,36,404300,377400.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
0.064,0.5,5,7,36,329200,310200.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
0.032,0.5,5,7,36,273300,281500.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
0.016,0.5,5,7,36,296900,298000.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
0.008,0.5,5,7,36,309400,291500.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
0.004,0.5,5,7,36,350000,316700.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
0.002,0.5,5,7,36,295100,336100.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
0.001,0.5,5,7,36,256200,286500.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
5.0E-4,0.5,5,7,36,249500,279400.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
2.5E-4,0.5,5,7,36,253600,505600.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
1.25E-4,0.5,5,7,36,378500,419000.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
6.25E-5,0.5,5,7,36,253900,276900.0,1260900,1.0005094996781017,1.0005110282044232,1.0005037680166897
3.125E-5,0.5,7,7,36,344200,301800.0,1260900,1.0005184023850653,1.0005110282044232,1.0005037680166897
1.5625E-5,0.5,3,7,36,188900,282300.0,1260900,1.0005090817863307,1.0005110282044232,1.0005037680166897
1.024,1.0128205128205128,172804,161295,500000,8028794800,7.4178062E9,7271245100,0.03388872711348867,0.033862446895823406,0.3867843596396088
0.512,1.0128205128205128,172804,161295,500000,7707507800,7.1920014E9,7271245100,0.03388872711348867,0.033862446895823406,0.3867843596396088
0.256,1.0128205128205128,172804,161295,500000,7931883700,7.2333755E9,7271245100,0.03388872711348867,0.033862446895823406,0.3867843596396088
0.128,1.0128205128205128,172804,161295,500000,7736662200,7.1217745E9,7271245100,0.03388872711348867,0.033862446895823406,0.3867843596396088
0.064,1.0128205128205128,172804,161295,500000,7766031200,7.1444537E9,7271245100,0.03388872711348867,0.033862446895823406,0.3867843596396088
0.032,1.0128205128205128,172804,161295,500000,7762134900,7.1242226E9,7271245100,0.03388872711348867,0.033862446895823406,0.3867843596396088
0.016,1.0128205128205128,172804,161295,500000,7739098400,7.1152156E9,7271245100,0.03388872711348867,0.033862446895823406,0.3867843596396088
0.008,1.0128205128205128,172804,161295,500000,7764128000,7.0807502E9,7271245100,0.03388872711348867,0.033862446895823406,0.3867843596396088
0.004,1.0128205128205128,172804,161295,500000,7769352700,7.0733428E9,7271245100,0.03388872711348867,0.033862446895823406,0.3867843596396088
0.002,1.0128205128205128,172804,161295,500000,7826279000,7.1150273E9,7271245100,0.03388872711348867,0.033862446895823406,0.3867843596396088
0.001,1.0128205128205128,172804,161295,500000,7806266200,7.092177E9,7271245100,0.03388872711348867,0.033862446895823406,0.3867843596396088
5.0E-4,1.0128205128205128,170395,161295,500000,7668694100,7.0685802E9,7271245100,0.03354543419435563,0.033862446895823406,0.3867843596396088
2.5E-4,1.0128205128205128,71587,161295,500000,3005419600,7.2469028E9,7271245100,0.03334282285297818,0.033862446895823406,0.3867843596396088
1.25E-4,1.0128205128205128,160771,161295,500000,7172592100,7.1453408E9,7271245100,0.03394731602139012,0.033862446895823406,0.3867843596396088
6.25E-5,1.0128205128205128,160004,161619,500000,7230297200,7.1529466E9,7271245100,0.033265819391051776,0.03428316540704113,0.3867843596396088
3.125E-5,1.0128205128205128,158260,161619,500000,7135970500,7.1839883E9,7271245100,0.03396889012059168,0.03428316540704113,0.3867843596396088
1.5625E-5,1.0128205128205128,156218,159513,500000,7001944700,7.1260779E9,7271245100,0.03439898658084528,0.03376268452742304,0.3867843596396088
1.024,1.5256410256410255,5653,5155,31443,247604300,2.349705E8,439262800,0.0012215218954337859,0.0012214373526155953,0.0012283784465060288
0.512,1.5256410256410255,5653,5155,31443,246580600,2.216503E8,439262800,0.0012215218954337859,0.0012214373526155953,0.0012283784465060288
