Precision,Alpha,P4 iter,GSS iter,ref iter,P4 time,GSS time,ref time,P4 residual cong,GSS residual cong,ref residual cong
1.024,0.5,4,4,820,1187500,957800.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
0.512,0.5,4,4,820,743100,942200.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
0.256,0.5,4,4,820,634100,529000.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
0.128,0.5,4,4,820,1164500,610100.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
0.064,0.5,4,4,820,708600,581800.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
0.032,0.5,4,4,820,646500,502100.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
0.016,0.5,4,4,820,517800,409300.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
0.008,0.5,4,4,820,647100,1068800.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
0.004,0.5,4,4,820,838600,563400.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
0.002,0.5,4,4,820,632800,841100.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
0.001,0.5,4,4,820,939400,500400.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
5.0E-4,0.5,4,4,820,1212400,683900.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
2.5E-4,0.5,4,4,820,979400,1108100.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
1.25E-4,0.5,4,4,820,570400,455800.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
6.25E-5,0.5,4,4,820,500700,439900.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
3.125E-5,0.5,4,4,820,842200,557000.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
1.5625E-5,0.5,4,4,820,448700,401900.0,99205500,0.4945898935966664,0.4948530015588752,0.4991163503746609
1.024,1.0128205128205128,208774,219913,500000,9625227300,9.3592743E9,7015375600,2.3761239183844873E-4,2.2017933121165623E-4,0.10092938783409876
0.512,1.0128205128205128,208774,219913,500000,10887602800,9.6874245E9,7015375600,2.3761239183844873E-4,2.2017933121165623E-4,0.10092938783409876
0.256,1.0128205128205128,208774,219913,500000,9363857300,9.9230245E9,7015375600,2.3761239183844873E-4,2.2017933121165623E-4,0.10092938783409876
0.128,1.0128205128205128,208774,219913,500000,9379015300,9.7440008E9,7015375600,2.3761239183844873E-4,2.2017933121165623E-4,0.10092938783409876
0.064,1.0128205128205128,253219,220265,500000,11405220200,9.7507183E9,7015375600,2.2057172079781306E-4,2.201916306390217E-4,0.10092938783409876
0.032,1.0128205128205128,209172,221581,500000,9326218100,9.8308417E9,7015375600,2.397857424908112E-4,2.2021007305345064E-4,0.10092938783409876
0.016,1.0128205128205128,253538,221581,500000,11274109400,9.7490409E9,7015375600,2.2023707673390902E-4,2.2021007305345064E-4,0.10092938783409876
0.008,1.0128205128205128,209142,221147,500000,9394341300,9.8861503E9,7015375600,2.380634657893621E-4,2.200744596123072E-4,0.10092938783409876
