OFF,0.5,282,5.407785033134879E-4,0.125,0.12875,0.4977213957126429,5.985236403650503E-4,0.12443034892816073,5014600
1.024,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,339199,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
0.512,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,281899,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
0.256,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,268500,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
0.128,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,269599,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
0.064,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,268500,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
0.032,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,266100,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
0.016,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,264599,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
0.008,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,284301,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
0.004,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,264801,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
0.002,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,308500,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
0.001,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,279099,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
5.0E-4,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,283899,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
2.5E-4,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,273200,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
1.25E-4,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,282900,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
6.25E-5,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,263801,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
3.125E-5,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,262300,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
1.5625E-5,0.5,5,0.004221501078731383,0.125,0.12875,0.4829968084466658,0.004280094697935715,0.12074920211166645,264901,282,5014600,0.125,0.4977213957126429,5.985236403650503E-4,0.12443034892816073
OFF,1.0128205128205128,387949,0.07399553441736609,0.17444221656560877,0.17967548306257702,0.0013150647978339425,0.17389792625099057,0.0011174726357072256,5495903899
1.024,1.0128205128205128,85172,0.07442378611500652,0.17454307295464314,0.17977936514328244,0.001082549600959548,0.1739871282183975,0.001026986069733002,3443796100,387949,5495903899,0.17444221656560877,0.0013150647978339425,0.17389792625099057,0.0011174726357072256
0.512,1.0128205128205128,85172,0.07442378611500652,0.17454307295464314,0.17977936514328244,0.001082549600959548,0.1739871282183975,0.001026986069733002,3657081001,387949,5495903899,0.17444221656560877,0.0013150647978339425,0.17389792625099057,0.0011174726357072256
0.256,1.0128205128205128,85172,0.07442378611500652,0.17454307295464314,0.17977936514328244,0.001082549600959548,0.1739871282183975,0.001026986069733002,3708947700,387949,5495903899,0.17444221656560877,0.0013150647978339425,0.17389792625099057,0.0011174726357072256
0.128,1.0128205128205128,85172,0.07442378611500652,0.17454307295464314,0.17977936514328244,0.001082549600959548,0.1739871282183975,0.001026986069733002,3424146801,387949,5495903899,0.17444221656560877,0.0013150647978339425,0.17389792625099057,0.0011174726357072256
0.064,1.0128205128205128,85172,0.07442378611500652,0.17454307295464314,0.17977936514328244,0.001082549600959548,0.1739871282183975,0.001026986069733002,3455703400,387949,5495903899,0.17444221656560877,0.0013150647978339425,0.17389792625099057,0.0011174726357072256
0.032,1.0128205128205128,78282,0.07444287509254943,0.17475510225029792,0.17999775531780685,7.063375344762979E-4,0.1740270598240413,9.861330724575262E-4,3225596301,387949,5495903899,0.17444221656560877,0.0013150647978339425,0.17389792625099057,0.0011174726357072256
